idSekolah,kodeSekolah,komiteId,kepsekId,operatorId,namaSekolah,emailSekolah,status,alamat,kecamatan,kodePos,telpon,nss,instansiPemberiIzin,nomorSuratIzin,tglSuratIzin,akreditasi,angkaAkreditasi,tahuAkreditasi,lembagaMeaungi,subRayon
2598,35-0279,,,,SD NEGERI KALISOKA 01,sdnkalisoka01@gmail.com,Negeri,Jln. Tengiri No.4 Kalisoka Dukuhwaru,Dukuhwaru,52451,0,101032810022,,,,B,87,2019,Kementerian Pendidikan dan Kebudayaan,7
2599,35-0280,,,,SD NEGERI KALISOKA 02,sdnkalisoka02@gmail.com,Negeri,Jln. Tengiri No. 5 Kalisoka,Dukuhwaru,52451,85747967897,101032810050,,,,B,83,2021,DINAS PENDIDIKAN DAN KEBUDAYAAN KABUPATEN TEGAL,7
2600,35-0281,,,,SD NEGERI KALISOKA 03,,Negeri,,Dukuhwaru,0,0,0,,,,,0,0,,7
2601,35-0282,,,,SD NEGERI PEDAGANGAN 01,sdpedagangan01@gmail.com,Negeri,Jl. Raya Slawi Jatibarang KM. 2 Desa Pedagangan,Dukuhwaru,52451,81542150789,101032810005,DINAS P &amp; K PROPINSI DAERAH TINGKAT I JAWA TENGAH,421.2/12682/1992,3 NOPEMBER 1992,B,85,2016,DINAS PENDIDIKAN DAN KEBUDAYAAN KABUPATEN TEGAL,7
2602,35-0283,,,,SD NEGERI PEDAGANGAN 02,sdnpedagangandua@yahoo.co.id,NEGERI,Jl. Pisang No.2 RT 05/03 Pedagangan Kec. Dukuhwaru Kab. Tegal,Dukuhwaru,52451,8156545751,101032810043,,,,A,86,2016,DINAS PENDIDIKAN DAN KEBUDAYAAN KABUPATEN TEGAL,7
2603,35-0284,,,,SD NEGERI PEDAGANGAN 03,sdnpedagangan3@gmail.com,Negeri,Jl. Belimbing No. 1 Desa Pedagangan,Dukuhwaru,52451,8156545751,101032810078,,,,B,84,2021,DINAS PENDIDIKAN DAN KEBUDAYAAN KABUPATEN TEGAL,7
2604,35-0285,,,,SD NEGERI SELAPURA 01,selapura1@gmail.com,Negeri,Jl. Serayu Desa Selapura Kecamatan Dukuhwaru,Dukuhwaru,52451,0,101032810008,GUBERNUR KEPALA DAERAH TINGKAT I JAWA TENGAH,421.2/025/ /77/1985,1 AGUSTUS 1985,A,93,2019,DINAS PENDIDIKAN DAN KEBUDAYAAN KABUPATEN TEGAL,7
2605,35-0286,,,,SD NEGERI SINDANG 01,sindangsatu01@gmail.com,Negeri,Jln. Raya Sindang No. 23,Dukuhwaru,52451,0,101032810013,Pemerintah Daerah,774/D/25/58,25 MARET 1958,A,86,2016,DINAS PENDIDIKAN DAN KEBUDAYAAN KABUPATEN TEGAL,7
2606,35-0287,,,,SD NEGERI SINDANG 02,sdnsindang02@gmail.com,Negeri,Jl. Cucakrawa No. 5 Sindang,Dukuhwaru,52451,0,101032810051,,421.2/025/ / 77/1985,01-08-1985,A,92,2019,DINAS PENDIDIKAN DAN KEBUDAYAAN KABUPATEN TEGAL,7
2607,35-0289,,,,SD NEGERI SLARANG LOR 01,sdslaranglor01@gmail.com,Negeri,Jl. Nakula 1 No. 36 Slaranglor,Dukuhwaru,52451,0,101032814010,,,,B,86,2019,,7
2608,35-0290,,,,SD NEGERI SLARANG LOR 02,,Negeri,Jalan Yudhistira No. 65 Slaranglor,Dukuhwaru,52451,0,101032810064,GUBERNUR KEPALA DAERAH TINGKAT 1 JAWA TENGAH,421.2/025/77/1985,01 AGUSTUS 1985,B,83,2021,DINAS PENDIDIKAN DAN KEBUDAYAAN KABUPATEN TEGAL,7
2609,35-0291,,,,SD NEGERI SELAPURA 02,sdnpura02@gmail.com,Negeri,Jl. Raya Slawi - Jatibarang Km. 8 Selapura,Dukuhwaru,52451,0,101032810063,,421 21 025 77 1985,1985-01-08,A,91,2021,DINAS PENDIDIKAN DAN KEBUDAYAAN KABUPATEN TEGAL,7
2610,35-0292,,,,SD Negeri Dukuhsalam 01,sdndukuhsalam_satu@yahoo.com,Negeri,Jl. Pemali No. 32 Dukuhsalam,Slawi,52418,0,101032310025,,,,B,85,2016,DINAS PENDIDIKAN DAN KEBUDAYAAN KAB. TEGAL,8
2611,35-0293,,,,SD NEGERI DUKUHSALAM 02,sdndukuhsalam02@gmail.com,Negeri,Jl. Dr. CIPTOMANGUNKUSUMO NO. 54 DUKUHSALAM KECAMATAN SLAWI,Slawi,52418,0,101032810031,,,,B,81,2016,DINAS PENDIDIKAN DAN KEBUDAYAAN KAB. TEGAL,8
2612,35-0295,,,,SD NEGERI DUKUHWRINGIN 01,sdndukuhwringin01@yahoo.co.id,Negeri,Jl. Semeru No.2 Dukuhwringin,Slawi,52417,0,101032810010,DINAS PENDIDIKAN DAN KEBUDAYAAN KABUPATEN TEGAL,,,B,83,2021,DINAS PENDIDIKAN DAN KEBUDAYAAN KABUPATEN TEGAL,8
2613,35-0296,,,,SD NEGERI DUKUHWRINGIN 02,dua.sdndukuhwringin@yahoo.com,Negeri,Jl. Dr. Cipto Mangunkusumo No. 276 Dukuhwringin,Slawi,52417,2836196839,10103281003628,,,,B,82,2013,DINAS PENDIDIKAN DAN KEBUDAYAAN KABUPATEN TEGAL,8
2614,35-0297,,,,SD NEGERI DUKUHWRINGIN 03,sdnegeridukuhwringin03@gmail.com,Negeri,Jl. Dr. Cipto Mangunkusumo No. 63 Dukuhwringin,Slawi,52417,0,101032810066,,,,B,87,2017,Dinas Pendidikan dan Kebudayaan,8
2615,35-0298,,,,SD NEGERI KAGOK 01,sdkagok1@gmail.com,Negeri,Jl.Randu II Kel. Kagok Slawi Kab. Tegal,Slawi,52411,0,101032810029,,,,B,84,2021,DINAS PENDIDIKAN DAN KEBUDAYAAN,8
2616,35-0301,,,,SD NEGERI KALISAPU 01,sdnegerikalisapu01@gmail.com,Negeri,Jl.Cut Nyak Dhien Rt 05 rw 05 Kalisapu,Slawi,52416,0,101032810012,DINAS PENDIDIKAN DAN KEBUDAYAAN KABUPATEN TEGAL,,,A,93,2018,DINAS PENDIDIKAN DAN KEBUDAYAAN KABUPATEN TEGAL,8
2617,35-0302,,,,SD NEGERI KALISAPU 02,sdnkalisapu02@gmail.com,Negeri,Jl. Cut Nyak Dhien - Kalisapu,Slawi,52416,0283 6197811,101032810021,DINAS PENDIDIKAN DAN KEBUDAYAAN KABUPATEN TEGAL,,,B,89,2017,DINAS PENDIDIKAN DAN PENDIDIKAN KABUPATEN TEGAL,8
2618,35-0303,,,,SD NEGERI KALISAPU 03,sdnegerikalisapu03@gmail.com,Negeri,Jl. Cut Nyak Dien Desa Kalisapu,Slawi,52416,0,101032810042,,,,,0,0,,8
2619,35-0304,,,,SD NEGERI KALISAPU 04,sdnkalisapuempat@gmail.com,Negeri,Jl. CUT NYAK DHIEN KALISAPU,Slawi,52416,2836197557,101032810071,DINAS PENDIDIKAN DAN KEBUDAYAAN KABUPATEN TEGAL,,,A,93,2017,DINAS PENDIDIKAN DAN KEBUDAYAAN KABUPATEN TEGAL,8
2620,35-0305,,,,SD NEGERI KUDAILE 01,sdnegerisatukudaile@yahoo.co.id,Negeri,JL. KH AGUS SALIM No. 07 KUDAILE,Slawi,52413,283492887,101032810011,,,,A,0,2018,DINAS PENDIDIKAN DAN KEBUDAYAAN KABUPATEN TEGAL,8
2621,35-0306,,,,SD NEGERI KUDAILE 02,sdn_kudaile_02@yahoo.co.id,Negeri,Jl. KH. Agus Salim No. 6 Kudaile Kec. Slawi Kab. Tegal,Slawi,52413,0,101032810046,,,,B,86,2021,Dinas Pendidikan dan Kebudayaan Kabupaten Tegal,8
2622,35-0307,,,,SD NEGERI KUDAILE 04,sdn.kudaile04ngudiilmu@gmail.com,NEGERI,JALAN SUMATRA RT 3 RW 4 LANGON,Slawi,52413,0283 6198245,101032810079,DINAS PENDIDIKAN DAN KEBUDAYAAN KABUPATEN TEGAL,,,A,87,2021,DINAS PENDIDIKAN DAN KEBUDAYAAN KABUPATEN TEGAL,8
2623,35-0308,,,,SD NEGERI KUDAILE 05,sdnkudaile5@gmail.com,Negeri,Jl.Prof.Moh.Yamin,Slawi,52413,85742278828,101032810016,DINAS PENDIDIKAN DAN KEBUDAYAAN KABUPATEN TEGAL,,,A,92,2018,DINAS PENDIDIKAN DAN KEBUDAYAAN KABUPATEN TEGAL,8
2624,35-0309,,,,SD NEGERI KUDAILE 06,sdnegerikudaile06@gmail.com,Negeri,JL. Prof. Moh. Yamin Slawi,Slawi,52413,2836198459,101032810033,Dinas Pendidikan dan Kebudayaan,,,B,82,2021,Dinas Pendidikan dan Kebudayaan,8
2625,35-0310,,,,SD NEGERI PAKEMBARAN 01,sdnpakembaran978@gmail.com,Negeri,Jl. Semboja Pakembaran Kec. Slawi,Slawi,53415,2836195173,101032810006,,,,B,90,2017,DINAS DIKBUD KAB TEGAL,8
2626,35-0311,,,,SD NEGERI PAKEMBARAN 02,SSN_Pakembaran02@yahoo.com,Negeri,Jl. Semboja No. 22 Pakembaran,Slawi,52415,2836198571,101032810038,,,,A,96,2020,Dinas Pendidikan dan Kebudayaan Kabupaten Tegal,8
2627,35-0312,,,,SD NEGERI PAKEMBARAN 03,pakembaran03@yahoo.co.id,Negeri,Jl. Semboja No.22 Pakembaran,Slawi,52415,0283 6195349,101032800065,,,,B,78,2021,Dinas Pendidikan Dan Kebudayaan Kabupaten Tegal,8
2628,35-0313,,,,SD NEGERI PROCOT 01,sdn_procot01@yahoo.co.id,Negeri,Jl. Nangka No. 03 Procot - Slawi Telp. (0283) 493012,Slawi,52412,283493012,101032810001,DINAS DIKBUD KABUPATEN TEGAL,421.2/025/..../77/1985,01/01/10,A,0,0,,8
2629,35-0315,,,,SD NEGERI PROCOT 03,sdnegeriprocot3@gmail.com,Negeri,JL. MANGGA NO.06,Slawi,52412,0,101032810053,,,,A,91,2018,,8
2630,35-0316,,,,SD NEGERI PROCOT 04,sdnprocot04@gmail.com,Negeri,Jl. Mangga Kelurahan Procot,Slawi,52412,0,101032810054,,,,C,72,2019,,8
2631,35-0317,,,,SD NEGERI SLAWI KULON 01,sdwilon01@gmail.com,Negeri,Jl. Cendrawasih No. 17 Slawi Kulon,Slawi,52419,0,101032810015,DINAS PENDIDIKAN DAN KEBUDAYAAN KABUPATEN TEGAL,,,A,86,0,DINAS PENDIDIKAN DAN KEBUDAYAAN KABUPATEN TEGAL,8
2632,35-0318,,,,SD NEGERI SLAWI KULON 02,sdnslawikulon02@gmail.com,Negeri,Jl. Jend. Sudirman No. 6 Slawi Kulon,Slawi,52419,2833320673,101032810017,,,,A,91,2019,,8
2633,35-0319,,,,SD NEGERI SLAWI KULON 03,sdnegerislawikulon03@gmail.com,Negeri,Jalan Merpati No. 01 Slawi Kulon Kecamatan Slawi Kabupaten Tegal,Slawi,52419,283491937,101032810018,DINAS PENDIDIKAN DAN KEBUDAYAAN KABUPATEN TEGAL,,,A,0,2016,DINAS PENDIDIKAN DAN KEBUDAYAAN KABUPATEN TEGAL,8
2634,35-0321,,,,SD NEGERI SLAWI KULON 05,sd_slawikulon05@yahoo.com,Negeri,Jl. Cendrawasih No. 17,Slawi,52419,0,101032810020,DINAS PENDIDIKAN DAN KEBUDAYAAN KABUPATEN TEGAL,,,B,82,2016,DINAS PENDIDIKAN DAN KEBUDAYAAN KABUPATEN TEGAL,8
2635,35-0323,,,,SD NEGERI SLAWI KULON 07,sdn07slawikulon@gmail.com,Negeri,Jl. Merpati No. 08 Slawi Kulon,Slawi,52419,8236198569,101032810027,DINAS PENDIDIKAN DAN KEBUDAYAAN KABUPATEN TEGAL,,,A,91,2021,DINAS PENDIDIKAN DAN KEBUDAYAAN KABUPATEN TEGAL,8
2636,35-0325,,,,SD NEGERI SLAWI WETAN 01,sdnslawet01@gmail.com,Negeri,JL. Brigjen Katamso No. 22 Slawi Wetan,Slawi,52411,2836197244,101032810030,,,,B,83,2021,,8
2637,35-0326,,,,SD NEGERI SLAWI WETAN 02,sdnslawiwetan02@gmail.com,Negeri,Jl. Brigjen Katamso No. 20 Slawi Wetan,Slawi,52411,85229611345,101032810035,DINAS PENDIDIKAN DAN KEBUDAYAAN KABUPATEN TEGAL,,,B,89,2019,DINAS PENDIDIKAN DAN KEBUDAYAAN KABUPATEN TEGAL,8
2638,35-0327,,,,SD NEGERI SLAWI WETAN 03,sdnslawet03@gmail.com,Negeri,Jl. Brigjen Katamso No. 22 Kelurahan Slawi wetan,Slawi,52411,0,101032810048,,,,B,85,2019,DINAS PENDIDIKAN DAN KEBUDAYAAN,8
2639,35-0328,,,,SD NEGERI SLAWI WETAN 05,slawetlima@ymail.com,Negeri,,Slawi,52411,0,101032810073,,,,,0,0,,8
2640,35-0329,,,,SD NEGERI TRAYEMAN 01,sdntrayeman01@gmail.com,Negeri,Jl. Supriyadi No. 35 Trayeman Kecamatan Slawi Kabupaten Tegal,Slawi,52414,0283 6198315,101032810028,DINAS PENDIDIKAN DAN KEBUDAYAAN KABUPATEN TEGAL,,,B,74,2016,DINAS PENDIDIKAN DAN KEBUDAYAAN KABUPATEN TEGAL,8
2641,35-0331,,,,SD NEGERI TRAYEMAN 03,sdnegeritrayeman3@yahoo.co.id,Negeri,,Slawi,0,0,101032810074,,,,A,92,2021,,8
2642,35-0332,,,,SD MUHAMMADIYAH SLAWI,operatorsdmslawi@gmail.com,Swasta,Jl.KH. Mas Mansyur No 25 Slawi Kulon,Slawi,52419,85954539965,102032810001,Dinas Pendidikan dan Kabudayaan Kabupaten Tegal,,,A,94,2017,Dinas Pendidikan dan Kebudayaan Kabupaten Tegal,8
2643,35-0335,,,,SD NEGERI BALAMOA 01,sdnegeribalamoa01@gmail.com,NEGERI,JALAN PERINTIS KEMERDEKAAN BALAMOA,Pangkah,52471,85326806789,101032809017,DINAS PENDIDIKAN DAN KEBUDAYAAN,SD/PDK6/10/IV/73,01/01/10,C,75,2021,DINAS DIKBUD KABUPATEN TEGAL,9
2644,35-0336,,,,SD NEGERI BALAMOA 02,sdnegeribalamoa02@gmail.com,Negeri,Jl.Perintis Kemerdekaan No.5 Desa Balamoa,Pangkah,52471,0,101032809034,,,,B,88,2019,DINAS PENDIDIKAN DAN KEBUDAYAAN KABUPATEN TEGAL,9
2645,35-0337,,,,SD NEGERI BALAMOA 03,sdnegeribalamoatiga@yahoo.co.id,NEGERI,JALAN RAYA SELATAN BALAMOA - PANGKAH,Pangkah,52571,0,101032809064,,,,B,83,2017,DINAS PENDIDIKAN DAN KEBUDAYAAN KABUPATEN TEGAL,9
2646,35-0338,,,,SD NEGERI BEDUG 01,sdnbedug01@gmail.com,NEGERI,JL SAWO RT 21 RW 05,Pangkah,52471,81536069949,101032809019,,,,B,0,2021,,9
2647,35-0340,,,,SD NEGERI BEDUG 03,sdnegeribedug03@gmailcom,NEGERI,JALAN BLIMBING DESA BEDUG UTARA,Pangkah,52471,0,101032809057,,,,B,0,2017,DINAS PENDIDIKAN DAN KEBUDAYAAN KABUPATEN TEGAL,9
2648,35-0341,,,,SD NEGERI BOGARES KIDUL 01,sdnbogareskidulsatu@gmail.com,NEGERI,JLN. RAYA UTARA BOGARES KIDUL,Pangkah,52471,0,101032809003,,,,B,83,2018,DINAS PENDIDIKAN DAN KEBUDAYAAN KABUPATEN TEGAL,9
2649,35-0342,,,,SD NEGERI BOGARES KIDUL 02,SDNBOGARESKIDUL02@GMAIL.COM,NEGERI,JL. RAYA SELATAN BOGARES KIDUL,Pangkah,52471,2834562543,101032809030,,,,A,91,2021,DINAS PENDIDIKAN DAN KEBUDAYAAN KABUPATEN TEGAL,9
2650,35-0343,,,,SD NEGERI BOGARES LOR 01,sdbogareslor01@gmail.com,Negeri,Jl. Raya Timur Bogares Lor,Pangkah,52471,85799241595,101032809018,,,,A,91,2018,DINAS PENDIDIKAN DAN KEBUDAYAAN KABUPATEN TEGAL,9
2651,35-0345,,,,SD NEGERI CURUG,sdnegericurug01@yahoo.co.id,Negeri,Jln.Cempaka Raya Desa Curug,Pangkah,52471,0,101032809021,,,,B,86,2019,,9
2652,35-0346,,,,SD NEGERI DEPOK 01,sdndepoksatupangkah@yahoo.com,NEGERI,JL. PANCASILA. JL. RAYA TIMUR DEPOK,Pangkah,52471,81391968397,101032809024,DINAS PENDIDIKAN DAN KEBUDAYAAN,1346/BAN-SM/SK/2021,8 DESEMBER 2021,A,91,2021,BADAN AKREDITASI NASIONAL SEKOLAH/MADRASAH,9
2653,35-0347,,,,SD NEGERI DEPOK 02,sekolahdasardepok02@gmail.com,Negeri,Jl. Pancasila Desa Depok,Pangkah,52471,8112570783,101032809046,,,,A,91,2021,DINA PENDIDKAN DAN KEBUDAYAAN KABUPATEN TEGAL,9
2654,35-0348,,,,SD NEGERI DERMASANDI 01,sdndermasandi01@gmail.com,NEGERI,"Jalan Raya Balamoa - Banjaran, Desa Dermasandi",PANGKAH,52471,0,101032809002,,,,A,91,2021,DINAS PENDIDIKAN DAN KEBUDAYAAN KABUPATEN TEGAL,9
2655,35-0349,,,,SD NEGERI DERMASANDI 02,sdndermasandi2@yahoo.com,NEGERI,JL. RAYA DERMASANDI,Pangkah,52471,85225318080,101032809014,,,,B,82,2019,DINAS DIKBUD KABUPATEN TEGAL,9
2656,35-0350,,,,SD NEGERI DERMASANDI 03,sdndermasandi3@gmail.com,Negeri,Jl. KH. Almujibah no 25 Dermasandi Kecamatan Pangkah kab tegal,Pangkah,52471,0,101032809060,,,,B,84,2018,DINAS PENDIDIKAN DAN PENDIDIKAN KABUPATEN TEGAL,9
2657,35-0351,,,,SD NEGERI DERMASUCI 01,sdndermasucisatu@gmail.com,NEGERI,JL. GOTONG ROYONG DESA DERMASUCI,Pangkah,52471,0,101032809025,,,,B,90,2017,DINAS PENDIDIKAN DAN KEBUDAYAAN KABUPATEN TEGAL,9
2658,35-0353,,,,SD NEGERI DUKUHJATI KIDUL 01,dukuhjatikidulsatu@yahoo.co.id,Negeri,Jl. Raya Dukuhjati Kidul - Kec. Pangkah,Pangkah,52471,2836190813,101032809016,,,01/01/10,B,84,2017,,9
2659,35-0354,,,,SD NEGERI DUKUHSEMBUNG,sdn_dukuhsembung@yahoo.com,NEGERI,Jl. Raya Slawi-Pangkah,Pangkah,52471,89643255650,101032809012,,,,B,84,2021,DINAS PENDIDIKAN DAN KEBUDAYAAN KABUPATEN TEGAL,9
2660,35-0355,,,,SD NEGERI DUKUHJATI KIDUL 02,sdndukuhjatikidul.2@gmail.com,Negeri,Jln. Melati V Dukuhjati Kidul 02,Pangkah,52471,0,101032809047,,,,B,88,2019,DINAS PENDIDIKAN DAN KEBUDAYAAN,9
2661,35-0357,,,,SD NEGERI GROBOG KULON 01,sdn.grokul01@gmail.com,Negeri,Jl. Mangga No. 01 Ds. Grobog Kulon Kec. Pangkah Kab. Tegal,Pangkah,52471,2834561507,101032809022,,,,A,91,2021,DINAS PENDIDIKAN DAN KEBUDAYAAN KABUPATEN TEGAL,9
2662,35-0358,,,,SD NEGERI GROBOG KULON 02,sdngrobogkulon02@gmail.com,Negeri,Jl. Salak Utara Desa Grobog Kulon,Pangkah,52471,85713837435,101032809041,,,,B,83,2018,DINAS PENDIDIKAN DAN KEBUDYAAN KABUPATEN TEGAL,9
2663,35-0359,,,,SD NEGERI GROBOG KULON 03,sdngrobogkulon3@gmail.com,Negeri,Jalan Durian Utara Grobog Kulon,Pangkah,52471,895384027448,101032809044,,,,B,83,2021,DINAS PENDIDIKAN KABUPATEN TEGAL,9
2664,35-0360,,,,SD NEGERI GROBOG WETAN 01,sdngrobogwetannolsatu@gmail.com,Negeri,Jl. Raya Desa Grobog Wetan,Pangkah,52471,82221075766,101032809008,,,,B,84,2021,DINAS PENDIDIKAN DAN KEBUDAYAAN KABUPATEN TEGAL,9
2665,35-0361,,,,SD NEGERI GROBOG WETAN 02,sdngrobogwetan2@gmail.com,Negeri,Jl. KH. Ma'arif No. 18 Grobog Wetan,Pangkah,52471,0,101032809048,,,,A,91,2018,DINAS PENDIDIKAN DAN KEBUDAYAAN,9
2666,35-0362,,,,SD NEGERI JENGGAWUR,sdnjenggawur35@gmail.com,NEGERI,JALAN NUSA INDAH DESA JENGGAWUR KECAMATAN PANGKAH KABUPATEN TEGAL,PANGKAH,52471,82225444144,101032809035,,,,B,0,2021,DINAS PENDIDIKAN DAN KEBUDAYAAN KABUPATEN TEGAL,9
2667,35-0363,,,,SD NEGERI KALIKANGKUNG 02,sdn.kalikangkung02@gmail.com,NEGERI,JL RAYA BALAMOA BANJARAN-KALIKANGKUNG,Pangkah,52471,87782096513,101032809028,,,,B,81,2017,DINAS PENDIDIKAN DAN KEBUDAYAAN KABUPATEN TEGAL,9
2668,35-0364,,,,SD NEGERI KALIKANGKUNG 01,sdnegerikalikangkung1@gmail.com,NEGERI,KALIKANGKUNG KEC. PANGKAH KAB. TEGAL,Pangkah,52471,85842553328,101032809011,,,,B,80,2015,DINAS PENDIDIKAN DAN KEBUDAYAAN KABUPATEN TEGAL,9
2669,35-0365,,,,SD NEGERI KENDAL SERUT 02,sdn.kendalserut.dua@gmail.com,NEGERI,JALAN UTARA KENDALSERUT,PANGKAH,52471,0,10103809026,,,,A,0,2019,DINAS PENDIDIKAN DAN KEBUDAYAAN KABUPATEN TEGAL,9
2670,35-0366,,,,SD NEGERI KENDAL SERUT 03,sdnkenser03@gmail.com,Negeri,Jalan Raya Utara Kendalserut,Pangkah,52471,0,101032809031,,,,B,83,2018,,9
2671,35-0367,,,,SD NEGERI KENDAL SERUT 01,sdnkendalserutsatu@gmail.com,NEGERI,JALAN RAYA DUKUHSEMBUNG,Pangkah,52471,81911490814,101032809004,,,,B,85,2017,DINAS PENDIDIKAN DAN KEBUDAYAAN KABUPATEN TEGAL,9
2672,35-0368,,,,SD NEGERI PAKETIBAN 01,sdnpaketibansatu@gmail.com,Negeri,jln Raya Pangkah - Balamoa,Pangkah,52471,85226444478,101032809029,,,,B,85,2021,DINAS PENDIDIKAN DAN KEBUDAYAAN KABUPATEN TEGAL,9
2673,35-0369,,,,SD NEGERI PAKETIBAN 02,sdnpaketiban02@yahoo.com,NEGERI,Jl. KELAMPIRAN DESA PAKETIBAN Rt. 05 Rw. 01,PANGKAH,52471,283006195,101032809051,,,,B,83,2018,,9
2674,35-0370,,,,SD NEGERI PANGKAH 02,sdnpangkah02@gmail.com,Negeri,Jalan Raya Barat Pangkah,Pangkah,52471,0,101032809010,,,,B,0,2017,DINAS PENDIDIKAN DAN KEBUDAYAAN KABUPATEN TEGAL,9
2675,35-0371,,,,SD NEGERI PANGKAH 03,sdnpangkahtiga@gmail.com,NEGERI,JALAN RAYA UTARA PANGKAH,Pangkah,52471,895383189520,101032809007,,,,B,0,2018,DINAS PENDIDIKAN KEBUDAYAAN KAB. TEGAL,9
2676,35-0372,,,,SD NEGERI PANGKAH 01,sdnpangkah01@yahoo.co.id,NEGERI,JALAN RAYA TIMUR PANGKAH,Pangkah,52471,2836195809,0,,,,A,92,2017,DINAS PENDIDIKAN DAN KEBUDAYAAN KABUPATEN TEGAL,9
2677,35-0373,,,,SD NEGERI PANGKAH 04,sdnpangkah4@gmail.com,NEGERI,DUKUH PESAWAHAN DESA PANGKAH KEC.PANGKAH,Pangkah,52471,0,101032809015,,,,A,91,2019,DINAS PENDIDIKAN DAN KEBUDAYAAN KABUPATEN TEGAL,9
2678,35-0374,,,,SD NEGERI PANGKAH 07,sdpangkah07@yahoo.co.id,NEGERI,JALAN RAYA TIMUR PANGKAH,Pangkah,52471,0,101032809049,DINAS PENDIDIKAN DAN KEBUDAYAAN KABUPATEN TEGAL,,,B,85,2021,DINAS PENDIDIKAN DAN KEBUDAYAAN KABUPATEN TEGAL,9
2679,35-0375,,,,SD NEGERI PECABEAN 01,sdnpecabean01@gmail.com,NEGERI,"JALAN RAYA BANJARAN - BALAMOA, DESA PECABEAN",Pangkah,52471,82220221630,101032809849,,,,B,83,2016,DINAS PENDIDIKAN DAN KEBUDAYAAN KABUPATEN TEGAL,9
2680,35-0376,,,,SD NEGERI PECABEAN 02,sdnpecabean0202@gmail.com,Negeri,JL. WANASARI NO 1 DESA. PECABEAN,Pangkah,52471,81542151689,101032809039,,,,,0,0,DINAS PENDIDIKAN DAN KEBUDAYAAN KABUPATEN TEGAL,9
2681,35-0378,,,,SD NEGERI PENER 01,sdnpenersatu@gmail.com,NEGERI,JL. IRIGASI DESA PENER,Pangkah,52471,0,101032813008,,,,B,87,2019,DINAS DIKBUD KABUPATEN TEGAL,9
2682,35-0379,,,,SD NEGERI PENER 02,sdn.pener02@gmail.com,NEGERI,SEBELAH TIMUR GERBANG DESA PENER,Pangkah,52471,0,101032809032,,,,B,83,2021,DINAS PENDIDIKAN DAN KEBUDAYAAN KABUPATEN TEGAL,9
2683,35-0380,,,,SD NEGERI PENER 03,,Negeri,,Pangkah,52471,0,0,,,,,0,0,,9
2684,35-0381,,,,SD NEGERI PENUSUPAN 01,sdnpenusupan01@yahoo.co.id,NEGERI,JL. PROTOKOL PENUSUPAN,Pangkah,52471,82135389422,101032809001,,,,A,91,2021,DINAS PENDIDIKAN DAN KEBUDAYAAN,9
2685,35-0382,,,,SD NEGERI PENUSUPAN 02,sdnpenusupan02@gmail.com,Negeri,,Pangkah,52471,0,101032809013,,,,B,81,2017,DINAS PENDIDIKAN DAN KEBUYAAN,9
2686,35-0383,,,,SD NEGERI PENUSUPAN 03,sdnpenusupantigapangkah@yahoo.co.id,NEGERI,JL. MBAH CANG MULUK NO.1 PENUSUPAN KEC. PANGKAH KAB. TEGAL,Pangkah,52471,85786077750,101032809036,DINAS PENDIDIKAN DAN KEBUDAYAAN,,,B,0,0,DINAS PENDIDIKAN DAN KEBUDAYAAN KABUPATEN TEGAL,9
2687,35-0384,,,,SD NEGERI PENUSUPAN 04,sdnpenus04@gmail.com,Negeri,Jalan Paguyangan RT 01 RW 09 Desa Penusupan Kecamatan Pangkah Kabupaten Tegal,Pangkah,52471,88226311256,101032809061,,,,B,89,2019,DINAS PENDIDIKAN DAN KEBUDAYAAN,9
2688,35-0385,,,,SD NEGERI PURBAYASA,sekolahdasarnegeripurbayasa@gmail.com,Negeri,JL.RAYA BARAT PURBAYASA,Pangkah,52471,81226662665,101032809034,DIKBUD KABUPATEN TEGAL,,,,0,2017,,9
2689,35-0386,,,,SD NEGERI RANCAWIRU 01,sdnrancawirusatu@yahoo.co.id,NEGERI,"Jl. Raya Balamoa-Pangkah, Desa Rancawiru, RT 03 RW 01, Kec. Pangkah, Kab. Tegal",Pangkah,52471,85201590284,101032809020,,,,B,0,2017,DINAS PENDIDIKAN DAN KEBUDAYAAN KABUPATEN TEGAL,9
2690,35-0387,,,,SD NEGERI RANCAWIRU 02,sdnrancawiru02@gmail.com,NEGERI,JL. KRAMAT DESA RANCAWIRU,Pangkah,52471,85641735970,1010328099040,,,,B,0,2017,DINAS PENDIDIKAN DAN KEBUDAYAAN,9
2691,35-0388,,,,SD NEGERI RANCAWIRU 03,rancawirusdn03@gmail.com,Negeri,Jln. Sutawijaya No.5 Desa Rancawiru,Pangkah,52471,0,101032809042,,,,B,85,2018,DINAS PENDIDIKAN KABUPATEN TEGAL,9
2692,35-0389,,,,SD NEGERI TALOK 01,sdntaloks@yahoo.com,NEGERI,DESA TALOK,Pangkah,52471,82137264312,101032809023,,,,B,82,2018,DINAS PENDIDIKAN DAN KEBUDAYAAN,9
2693,35-0390,,,,SD NEGERI TALOK 02,sdntalok02@yahoo.com,NEGERI,JALAN RAYA TALOK BARAT,Pangkah,52471,82328748473,101032809056,,,,A,0,2019,DINAS PENDIDIKAN DAN KEBUDAYAAN KABUPATEN TEGAL,9
